"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"47177",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","857186.00"
"47178",2222,"Odontólogos","3383678.20"
"47179",7125,"Encargado de Mantenimiento de Edificios","138280.30"
"47180",4223,"Telefonistas","227148.25"
"47181",5132,"Ayudantes de enfermería","1246043.00"
"47182",7125,"Encargado de Mantenimiento de Edificios","1024756.75"
"47183",1124,"Jefes de sección de instituciones públicas y empresas privadas","2558674.00"
"47184",4149,"Oficinista","1042841.57"
"47185",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3133904.70"
"47186",9152,"Guardianes y porteros ","1096377.39"
"47187",4112,"Secretarios","869226.00"
"47188",3122,"Técnicos y asistentes en estadística y demografía","1778312.20"
"47189",2449,"Otros profesionales en ciencias sociales","1887511.50"
"47190",3229,"Otros técnicos de las ciencias de la salud","1328834.35"
"47191",3229,"Otros técnicos de las ciencias de la salud","954706.00"
"47192",2227,"Médico Especialista","9029474.40"
"47193",2226,"Enfermeros profesionales","2427973.30"
"47194",5132,"Ayudantes de enfermería","936509.94"
"47195",3229,"Otros técnicos de las ciencias de la salud","1915493.83"
"47196",7125,"Encargado de Mantenimiento de Edificios","693630.00"
"47197",5132,"Ayudantes de enfermería","673273.20"
"47198",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","927901.00"
"47199",3419,"Otros técnicos en administración y en economía","1974822.00"
"47200",7125,"Encargado de Mantenimiento de Edificios","739145.80"
"47201",3226,"Auxiliares de enfermería","114414.75"
"47202",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4453438.20"
"47203",3419,"Otros técnicos en administración y en economía","2155401.00"
"47204",2226,"Enfermeros profesionales","3260100.80"
"47205",3419,"Otros técnicos en administración y en economía","1702254.00"
"47206",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2404681.00"
"47207",2226,"Enfermeros profesionales","2124921.40"
"47208",2226,"Enfermeros profesionales","2867645.15"
"47209",7125,"Encargado de Mantenimiento de Edificios","640546.05"
"47210",7125,"Encargado de Mantenimiento de Edificios","941616.41"
"47211",3122,"Técnicos y asistentes en estadística y demografía","52307.22"
"47212",3122,"Técnicos y asistentes en estadística y demografía","1061026.87"
"47213",3226,"Auxiliares de enfermería","1111802.30"
"47214",2226,"Enfermeros profesionales","2704300.30"
"47215",3229,"Otros técnicos de las ciencias de la salud","1132880.00"
"47216",5132,"Ayudantes de enfermería","590520.00"
"47217",3229,"Otros técnicos de las ciencias de la salud","1016054.25"
"47218",7125,"Encargado de Mantenimiento de Edificios","460961.65"
"47219",1124,"Jefes de sección de instituciones públicas y empresas privadas","2166857.50"
"47220",5132,"Ayudantes de enfermería","1310629.65"
"47221",3226,"Auxiliares de enfermería","1067871.00"
"47222",5132,"Ayudantes de enfermería","631414.40"
"47223",3122,"Técnicos y asistentes en estadística y demografía","878720.80"
"47224",3229,"Otros técnicos de las ciencias de la salud","1162346.20"
"47225",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2162767.00"
"47226",9155,"Ayudante de cocina","710684.54"
"47227",3122,"Técnicos y asistentes en estadística y demografía","458675.00"
"47228",3122,"Técnicos y asistentes en estadística y demografía","1012546.00"
"47229",7125,"Encargado de Mantenimiento de Edificios","642250.00"
"47230",2226,"Enfermeros profesionales","2582278.50"
"47231",3226,"Auxiliares de enfermería","1064705.65"
"47232",2226,"Enfermeros profesionales","2470506.40"
"47233",3419,"Otros técnicos en administración y en economía","2055583.50"
"47234",1124,"Jefes de sección de instituciones públicas y empresas privadas","1163626.00"
"47235",9152,"Guardianes y porteros ","919834.40"
"47236",3229,"Otros técnicos de las ciencias de la salud","678960.00"
"47237",3226,"Auxiliares de enfermería","1325412.79"
"47238",3226,"Auxiliares de enfermería","848706.36"
"47239",3122,"Técnicos y asistentes en estadística y demografía","958440.00"
"47240",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2525592.50"
"47241",3122,"Técnicos y asistentes en estadística y demografía","990080.00"
"47242",3229,"Otros técnicos de las ciencias de la salud","3034881.40"
"47243",3224,"Técnicos y asistentes en farmacia","1495798.45"
"47244",9152,"Guardianes y porteros ","1146632.20"
"47245",2226,"Enfermeros profesionales","2207535.30"
"47246",2226,"Enfermeros profesionales","2509922.29"
"47247",3226,"Auxiliares de enfermería","1186998.50"
"47248",1124,"Jefes de sección de instituciones públicas y empresas privadas","2089196.70"
"47249",3226,"Auxiliares de enfermería","1005509.05"
"47250",3226,"Auxiliares de enfermería","947383.15"
"47251",3224,"Técnicos y asistentes en farmacia","1016500.00"
"47252",3226,"Auxiliares de enfermería","1112748.10"
"47253",3229,"Otros técnicos de las ciencias de la salud","1542368.23"
"47254",3122,"Técnicos y asistentes en estadística y demografía","1257732.23"
"47255",3226,"Auxiliares de enfermería","722253.00"
"47256",2226,"Enfermeros profesionales","3182981.00"
"47257",7125,"Encargado de Mantenimiento de Edificios","991440.00"
"47258",3224,"Técnicos y asistentes en farmacia","1853213.55"
"47259",5132,"Ayudantes de enfermería","918786.96"
"47260",3226,"Auxiliares de enfermería","1027992.00"
"47261",2226,"Enfermeros profesionales","3362229.20"
"47262",4149,"Oficinista","818100.00"
"47263",2226,"Enfermeros profesionales","2810536.50"
"47264",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","888100.00"
"47265",5132,"Ayudantes de enfermería","750415.97"
"47266",5132,"Ayudantes de enfermería","878454.70"
"47267",2226,"Enfermeros profesionales","4760693.95"
"47268",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1367144.69"
"47269",3224,"Técnicos y asistentes en farmacia","1073500.00"
"47270",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2449786.50"
"47271",2226,"Enfermeros profesionales","2492922.85"
"47272",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3936884.40"
"47273",2227,"Médico Especialista","3330416.80"
"47274",1124,"Jefes de sección de instituciones públicas y empresas privadas","1112712.50"
"47275",3229,"Otros técnicos de las ciencias de la salud","1055232.50"
"47276",7125,"Encargado de Mantenimiento de Edificios","869636.00"
"47277",7125,"Encargado de Mantenimiento de Edificios","590092.50"
"47278",2226,"Enfermeros profesionales","2118062.43"
"47279",2226,"Enfermeros profesionales","3578643.00"
"47280",9155,"Ayudante de cocina","774720.00"
"47281",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","868265.00"
"47282",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2352087.70"
"47283",7125,"Encargado de Mantenimiento de Edificios","631240.00"
"47284",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","734160.00"
"47285",2222,"Odontólogos","3306520.20"
"47286",3229,"Otros técnicos de las ciencias de la salud","1327673.22"
"47287",2226,"Enfermeros profesionales","2968794.04"
"47288",5132,"Ayudantes de enfermería","638400.00"
"47289",2449,"Otros profesionales en ciencias sociales","1207050.00"
"47290",3224,"Técnicos y asistentes en farmacia","1127764.91"
"47291",3229,"Otros técnicos de las ciencias de la salud","1950880.95"
"47292",3226,"Auxiliares de enfermería","630294.13"
"47293",5132,"Ayudantes de enfermería","900304.45"
"47294",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3644858.20"
"47295",3419,"Otros técnicos en administración y en economía","2053726.50"
"47296",2449,"Otros profesionales en ciencias sociales","2080387.75"
"47297",3226,"Auxiliares de enfermería","800769.00"
"47298",5132,"Ayudantes de enfermería","667617.23"
"47299",3226,"Auxiliares de enfermería","1071249.75"
"47300",2226,"Enfermeros profesionales","2050213.90"
"47301",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8179487.90"
"47302",2222,"Odontólogos","3336092.70"
"47303",3226,"Auxiliares de enfermería","1006946.14"
"47304",7125,"Encargado de Mantenimiento de Edificios","752376.00"
"47305",2229,"Otros profesionales en ciencias de la salud","1713979.50"
"47306",3226,"Auxiliares de enfermería","2738925.55"
"47307",5132,"Ayudantes de enfermería","674310.00"
"47308",3226,"Auxiliares de enfermería","1227507.75"
"47309",3226,"Auxiliares de enfermería","1625464.05"
"47310",5132,"Ayudantes de enfermería","1080022.20"
"47311",5132,"Ayudantes de enfermería","884010.20"
"47312",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2372594.00"
"47313",3226,"Auxiliares de enfermería","492878.50"
"47314",2226,"Enfermeros profesionales","2219778.65"
"47315",3229,"Otros técnicos de las ciencias de la salud","3086315.65"
"47316",2226,"Enfermeros profesionales","2304609.32"
"47317",3229,"Otros técnicos de las ciencias de la salud","1131885.00"
"47318",7125,"Encargado de Mantenimiento de Edificios","818436.00"
"47319",4211,"Cajeros","910570.00"
"47320",1124,"Jefes de sección de instituciones públicas y empresas privadas","1199440.00"
"47321",9155,"Ayudante de cocina","852672.15"
"47322",2226,"Enfermeros profesionales","2174125.20"
"47323",3122,"Técnicos y asistentes en estadística y demografía","1163820.00"
"47324",2221,"Médicos generales y especialistas","6904634.10"
"47325",3229,"Otros técnicos de las ciencias de la salud","1040060.00"
"47326",2226,"Enfermeros profesionales","5793317.46"
"47327",7125,"Encargado de Mantenimiento de Edificios","818410.00"
"47328",2226,"Enfermeros profesionales","1743092.40"
"47329",3224,"Técnicos y asistentes en farmacia","1121108.35"
"47330",3229,"Otros técnicos de las ciencias de la salud","1104546.00"
"47331",3226,"Auxiliares de enfermería","974820.00"
"47332",2224,"Farmacéuticos","2869965.10"
"47333",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","846608.68"
"47334",2226,"Enfermeros profesionales","2134706.50"
"47335",2226,"Enfermeros profesionales","2524092.09"
"47336",3229,"Otros técnicos de las ciencias de la salud","996345.00"
"47337",3229,"Otros técnicos de las ciencias de la salud","1028592.22"
"47338",2449,"Otros profesionales en ciencias sociales","1898594.50"
"47339",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","931691.00"
"47340",3226,"Auxiliares de enfermería","855183.00"
"47341",3229,"Otros técnicos de las ciencias de la salud","1013330.00"
"47342",3229,"Otros técnicos de las ciencias de la salud","2877156.40"
"47343",2226,"Enfermeros profesionales","4377505.30"
"47344",5132,"Ayudantes de enfermería","876945.60"
"47345",2226,"Enfermeros profesionales","1960608.90"
"47346",2445,"Psicólogos","3376526.10"
"47347",5132,"Ayudantes de enfermería","863566.00"
"47348",2226,"Enfermeros profesionales","1969723.75"
"47349",2226,"Enfermeros profesionales","3373312.45"
"47350",2221,"Médicos generales y especialistas","3560230.46"
"47351",3122,"Técnicos y asistentes en estadística y demografía","1060162.06"
"47352",3122,"Técnicos y asistentes en estadística y demografía","924206.00"
"47353",2226,"Enfermeros profesionales","3137747.20"
"47354",5132,"Ayudantes de enfermería","834147.50"
"47355",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","844626.00"
"47356",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","891830.00"
"47357",7125,"Encargado de Mantenimiento de Edificios","587200.00"
"47358",7125,"Encargado de Mantenimiento de Edificios","840199.50"
"47359",8229,"Otros operadores de máquinas para fabricar productos químicos","1119466.65"
"47360",9152,"Guardianes y porteros ","1044592.24"
"47361",3122,"Técnicos y asistentes en estadística y demografía","1237875.20"
"47362",3226,"Auxiliares de enfermería","1123172.85"
"47363",3226,"Auxiliares de enfermería","895062.00"
"47364",7125,"Encargado de Mantenimiento de Edificios","802603.31"
"47365",2221,"Médicos generales y especialistas","3198462.30"
"47366",4112,"Secretarios","679400.00"
"47367",2226,"Enfermeros profesionales","3371543.90"
"47368",3229,"Otros técnicos de las ciencias de la salud","1454871.22"
"47369",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","918320.00"
"47370",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","693745.00"
"47371",2227,"Médico Especialista","8086382.80"
"47372",7125,"Encargado de Mantenimiento de Edificios","852028.25"
"47373",2226,"Enfermeros profesionales","584675.45"
"47374",3122,"Técnicos y asistentes en estadística y demografía","890533.90"
"47375",5132,"Ayudantes de enfermería","1020693.65"
"47376",5132,"Ayudantes de enfermería","1157547.50"
"47377",3226,"Auxiliares de enfermería","1322212.35"
"47378",3122,"Técnicos y asistentes en estadística y demografía","726767.15"
"47379",9152,"Guardianes y porteros ","818442.90"
"47380",2221,"Médicos generales y especialistas","2741994.90"
"47381",9155,"Ayudante de cocina","920139.70"
"47382",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","862025.00"
"47383",5132,"Ayudantes de enfermería","676162.30"
"47384",3229,"Otros técnicos de las ciencias de la salud","996345.00"
"47385",8229,"Otros operadores de máquinas para fabricar productos químicos","684981.20"
"47386",9152,"Guardianes y porteros ","856177.35"
"47387",3419,"Otros técnicos en administración y en economía","1999233.85"
"47388",2226,"Enfermeros profesionales","2526069.85"
"47389",2449,"Otros profesionales en ciencias sociales","1571670.25"
"47390",2226,"Enfermeros profesionales","4830158.20"
"47391",2226,"Enfermeros profesionales","2929194.10"
"47392",2226,"Enfermeros profesionales","2114939.35"
"47393",2221,"Médicos generales y especialistas","1645396.20"
"47394",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2069982.00"
"47395",2449,"Otros profesionales en ciencias sociales","1705990.50"
"47396",7125,"Encargado de Mantenimiento de Edificios","631240.00"
"47397",9155,"Ayudante de cocina","661924.75"
"47398",5132,"Ayudantes de enfermería","656119.60"
"47399",2229,"Otros profesionales en ciencias de la salud","1565076.00"
"47400",9152,"Guardianes y porteros ","671157.50"
"47401",3229,"Otros técnicos de las ciencias de la salud","876943.20"
"47402",7125,"Encargado de Mantenimiento de Edificios","732890.00"
"47403",3122,"Técnicos y asistentes en estadística y demografía","998800.00"
"47404",2226,"Enfermeros profesionales","2500051.60"
"47405",3226,"Auxiliares de enfermería","935366.30"
"47406",2226,"Enfermeros profesionales","1926373.62"
"47407",3139,"Otros técnicos en informática","1792064.94"
"47408",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2004437.50"
