"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"31432",3122,"Técnicos y asistentes en estadística y demografía","911153.00"
"31433",9152,"Guardianes y porteros ","598130.00"
"31434",5132,"Ayudantes de enfermería","334451.40"
"31435",3229,"Otros técnicos de las ciencias de la salud","1018640.00"
"31436",5132,"Ayudantes de enfermería","895752.30"
"31437",3226,"Auxiliares de enfermería","1044940.70"
"31438",3224,"Técnicos y asistentes en farmacia","817190.00"
"31439",3226,"Auxiliares de enfermería","775425.00"
"31440",2225,"Nutricionistas","2083361.60"
"31441",3162,"Operadores de equipo de radiodifusión, de cine, de televisión y de telecomunicaciones","965750.51"
"31442",2226,"Enfermeros profesionales","1794350.10"
"31443",7125,"Encargado de Mantenimiento de Edificios","975835.45"
"31444",3226,"Auxiliares de enfermería","910766.50"
"31445",2227,"Médico Especialista","1380713.00"
"31446",3226,"Auxiliares de enfermería","1308943.63"
"31447",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","813400.00"
"31448",9155,"Ayudante de cocina","680160.99"
"31449",2449,"Otros profesionales en ciencias sociales","1249022.90"
"31450",3226,"Auxiliares de enfermería","829239.25"
"31451",9152,"Guardianes y porteros ","644140.00"
"31452",2226,"Enfermeros profesionales","2316458.00"
"31453",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1493445.30"
"31454",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1886620.80"
"31455",5132,"Ayudantes de enfermería","576120.32"
"31456",2449,"Otros profesionales en ciencias sociales","1320618.00"
"31457",2449,"Otros profesionales en ciencias sociales","1598979.00"
"31458",2227,"Médico Especialista","3113552.80"
"31459",2131,"Diseñadores y analistas de sistemas informáticos","1317977.50"
"31460",7125,"Encargado de Mantenimiento de Edificios","564946.54"
"31461",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","827840.00"
"31462",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3633680.00"
"31463",3224,"Técnicos y asistentes en farmacia","1085172.65"
"31464",3226,"Auxiliares de enfermería","925567.40"
"31465",3224,"Técnicos y asistentes en farmacia","717250.00"
"31466",4149,"Oficinista","804625.31"
"31467",2446,"Trabajadores sociales y orientadores sociales","2345296.47"
"31468",3226,"Auxiliares de enfermería","1407819.63"
"31469",5132,"Ayudantes de enfermería","749162.30"
"31470",9155,"Ayudante de cocina","562127.10"
"31471",3122,"Técnicos y asistentes en estadística y demografía","671920.00"
"31472",2226,"Enfermeros profesionales","2032393.64"
"31473",7125,"Encargado de Mantenimiento de Edificios","596156.93"
"31474",3139,"Otros técnicos en informática","991100.00"
"31475",2226,"Enfermeros profesionales","2342664.52"
"31476",5132,"Ayudantes de enfermería","977930.36"
"31477",5132,"Ayudantes de enfermería","602490.00"
"31478",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1881066.00"
"31479",5132,"Ayudantes de enfermería","655142.65"
"31480",2226,"Enfermeros profesionales","2530675.25"
"31481",8229,"Otros operadores de máquinas para fabricar productos químicos","513624.37"
"31482",3229,"Otros técnicos de las ciencias de la salud","930889.20"
"31483",3226,"Auxiliares de enfermería","702740.00"
"31484",5132,"Ayudantes de enfermería","936708.20"
"31485",3224,"Técnicos y asistentes en farmacia","1200385.80"
"31486",9155,"Ayudante de cocina","622834.65"
"31487",4149,"Oficinista","526500.00"
"31488",7125,"Encargado de Mantenimiento de Edificios","825028.95"
"31489",2226,"Enfermeros profesionales","2275042.35"
"31490",3419,"Otros técnicos en administración y en economía","2236957.00"
"31491",2226,"Enfermeros profesionales","2477723.39"
"31492",2227,"Médico Especialista","1722322.20"
"31493",5132,"Ayudantes de enfermería","570665.05"
"31494",3226,"Auxiliares de enfermería","1069078.41"
"31495",2449,"Otros profesionales en ciencias sociales","1282136.50"
"31496",8251,"Operadores de máquinas de imprenta","809120.00"
"31497",2226,"Enfermeros profesionales","1857855.15"
"31498",9155,"Ayudante de cocina","714400.00"
"31499",8251,"Operadores de máquinas de imprenta","616770.00"
"31500",2226,"Enfermeros profesionales","2014991.85"
"31501",3229,"Otros técnicos de las ciencias de la salud","1372435.95"
"31502",3226,"Auxiliares de enfermería","1196926.47"
"31503",3226,"Auxiliares de enfermería","883920.70"
"31504",3224,"Técnicos y asistentes en farmacia","973750.00"
"31505",2226,"Enfermeros profesionales","1599819.60"
"31506",9155,"Ayudante de cocina","576030.62"
"31507",4131,"Empleados de control de abastecimiento e inventario","822480.00"
"31508",3226,"Auxiliares de enfermería","950138.00"
"31509",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","525420.00"
"31510",4149,"Oficinista","597844.25"
"31511",3224,"Técnicos y asistentes en farmacia","1108026.05"
"31512",7125,"Encargado de Mantenimiento de Edificios","196180.00"
"31513",2449,"Otros profesionales en ciencias sociales","1500759.00"
"31514",9152,"Guardianes y porteros ","825505.10"
"31515",5132,"Ayudantes de enfermería","482790.00"
"31516",5132,"Ayudantes de enfermería","691106.85"
"31517",5132,"Ayudantes de enfermería","796317.50"
"31518",3226,"Auxiliares de enfermería","1261235.53"
"31519",5132,"Ayudantes de enfermería","2091227.88"
"31520",3189,"Otros supervisores de personal","1307087.23"
"31521",9152,"Guardianes y porteros ","2006770.68"
"31522",3122,"Técnicos y asistentes en estadística y demografía","671920.00"
"31523",5132,"Ayudantes de enfermería","698250.00"
"31524",5132,"Ayudantes de enfermería","827299.70"
"31525",9155,"Ayudante de cocina","416429.10"
"31526",3122,"Técnicos y asistentes en estadística y demografía","884650.02"
"31527",5132,"Ayudantes de enfermería","772777.25"
"31528",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","760950.00"
"31529",2226,"Enfermeros profesionales","1524409.80"
"31530",9152,"Guardianes y porteros ","576730.00"
"31531",5132,"Ayudantes de enfermería","549310.73"
"31532",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","799115.00"
"31533",2226,"Enfermeros profesionales","3436873.08"
"31534",4211,"Cajeros","821214.95"
"31535",5132,"Ayudantes de enfermería","719464.30"
"31536",2449,"Otros profesionales en ciencias sociales","1767700.00"
"31537",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2083039.50"
"31538",7125,"Encargado de Mantenimiento de Edificios","610118.25"
"31539",7125,"Encargado de Mantenimiento de Edificios","664270.00"
"31540",9152,"Guardianes y porteros ","1228242.10"
"31541",7125,"Encargado de Mantenimiento de Edificios","532150.00"
"31542",3226,"Auxiliares de enfermería","841890.00"
"31543",2449,"Otros profesionales en ciencias sociales","1505902.00"
"31544",3229,"Otros técnicos de las ciencias de la salud","990080.00"
"31545",3226,"Auxiliares de enfermería","881769.00"
"31546",5132,"Ayudantes de enfermería","1075659.99"
"31547",2226,"Enfermeros profesionales","1879548.40"
"31548",2226,"Enfermeros profesionales","2715927.12"
"31549",3189,"Otros supervisores de personal","918853.00"
"31550",3226,"Auxiliares de enfermería","1759716.18"
"31551",3226,"Auxiliares de enfermería","695667.00"
"31552",3122,"Técnicos y asistentes en estadística y demografía","631060.00"
"31553",9155,"Ayudante de cocina","494786.83"
"31554",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2227875.50"
"31555",3226,"Auxiliares de enfermería","775425.00"
"31556",7125,"Encargado de Mantenimiento de Edificios","634001.75"
"31557",3122,"Técnicos y asistentes en estadística y demografía","912578.85"
"31558",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","782800.00"
"31559",3226,"Auxiliares de enfermería","1234480.97"
"31560",3224,"Técnicos y asistentes en farmacia","802750.00"
"31561",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1790396.00"
"31562",3224,"Técnicos y asistentes en farmacia","1439748.63"
"31563",9155,"Ayudante de cocina","615245.66"
"31564",2449,"Otros profesionales en ciencias sociales","1338732.50"
"31565",7125,"Encargado de Mantenimiento de Edificios","664830.00"
"31566",5132,"Ayudantes de enfermería","1245063.45"
"31567",5132,"Ayudantes de enfermería","822885.00"
"31568",1124,"Jefes de sección de instituciones públicas y empresas privadas","2046478.20"
"31569",3122,"Técnicos y asistentes en estadística y demografía","661380.00"
"31570",3226,"Auxiliares de enfermería","914759.65"
"31571",5132,"Ayudantes de enfermería","698250.00"
"31572",3224,"Técnicos y asistentes en farmacia","818941.97"
"31573",8229,"Otros operadores de máquinas para fabricar productos químicos","685545.00"
"31574",7125,"Encargado de Mantenimiento de Edificios","433060.00"
"31575",2226,"Enfermeros profesionales","2256960.42"
"31576",7125,"Encargado de Mantenimiento de Edificios","543160.00"
"31577",9155,"Ayudante de cocina","672330.55"
"31578",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","5708323.30"
"31579",9155,"Ayudante de cocina","725680.00"
"31580",3226,"Auxiliares de enfermería","815304.00"
"31581",1124,"Jefes de sección de instituciones públicas y empresas privadas","686570.00"
"31582",4131,"Empleados de control de abastecimiento e inventario","713241.63"
"31583",7125,"Encargado de Mantenimiento de Edificios","707250.00"
"31584",5132,"Ayudantes de enfermería","896290.15"
"31585",5132,"Ayudantes de enfermería","771749.95"
"31586",7125,"Encargado de Mantenimiento de Edificios","504362.85"
"31587",3229,"Otros técnicos de las ciencias de la salud","1104863.00"
"31588",9155,"Ayudante de cocina","620908.50"
"31589",2221,"Médicos generales y especialistas","2857292.65"
"31590",9152,"Guardianes y porteros ","843065.20"
"31591",2449,"Otros profesionales en ciencias sociales","1467970.50"
"31592",7125,"Encargado de Mantenimiento de Edificios","555742.85"
"31593",7125,"Encargado de Mantenimiento de Edificios","232862.15"
"31594",2226,"Enfermeros profesionales","58514.25"
"31595",5132,"Ayudantes de enfermería","638400.00"
"31596",7125,"Encargado de Mantenimiento de Edificios","895333.35"
"31597",2226,"Enfermeros profesionales","2165339.40"
"31598",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","489829.27"
"31599",7125,"Encargado de Mantenimiento de Edificios","452196.45"
"31600",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","842898.74"
"31601",9155,"Ayudante de cocina","881131.05"
"31602",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2957966.30"
"31603",5132,"Ayudantes de enfermería","663844.56"
"31604",5132,"Ayudantes de enfermería","675956.90"
"31605",9155,"Ayudante de cocina","529622.65"
"31606",2226,"Enfermeros profesionales","1657560.45"
"31607",9155,"Ayudante de cocina","574977.00"
"31608",8229,"Otros operadores de máquinas para fabricar productos químicos","510350.81"
"31609",8229,"Otros operadores de máquinas para fabricar productos químicos","734330.30"
"31610",7125,"Encargado de Mantenimiento de Edificios","727577.76"
"31611",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1852131.50"
"31612",7125,"Encargado de Mantenimiento de Edificios","765564.86"
"31613",2227,"Médico Especialista","2759888.20"
"31614",2222,"Odontólogos","3111483.00"
"31615",3226,"Auxiliares de enfermería","828597.00"
"31616",5132,"Ayudantes de enfermería","649880.00"
"31617",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","638400.00"
"31618",8229,"Otros operadores de máquinas para fabricar productos químicos","649351.70"
"31619",3226,"Auxiliares de enfermería","850734.30"
"31620",7125,"Encargado de Mantenimiento de Edificios","499120.00"
"31621",3122,"Técnicos y asistentes en estadística y demografía","667316.00"
"31622",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1726586.65"
"31623",3224,"Técnicos y asistentes en farmacia","666302.85"
"31624",3224,"Técnicos y asistentes en farmacia","1170250.80"
"31625",5132,"Ayudantes de enfermería","523430.70"
"31626",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","974402.70"
"31627",9152,"Guardianes y porteros ","713788.95"
"31628",3122,"Técnicos y asistentes en estadística y demografía","726400.00"
"31629",3226,"Auxiliares de enfermería","722253.00"
"31630",2226,"Enfermeros profesionales","1829351.73"
"31631",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2484927.00"
"31632",3411,"Técnicos y auxiliares de contabilidad y auditoría","713351.70"
"31633",8229,"Otros operadores de máquinas para fabricar productos químicos","576262.99"
"31634",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1977654.00"
"31635",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","794625.00"
"31636",5132,"Ayudantes de enfermería","1124880.38"
"31637",5132,"Ayudantes de enfermería","638400.00"
"31638",2226,"Enfermeros profesionales","1378051.46"
"31639",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","731320.70"
"31640",3224,"Técnicos y asistentes en farmacia","1172579.70"
"31641",7125,"Encargado de Mantenimiento de Edificios","623610.00"
"31642",3226,"Auxiliares de enfermería","774793.40"
"31643",3229,"Otros técnicos de las ciencias de la salud","1365842.05"
"31644",5132,"Ayudantes de enfermería","798289.45"
"31645",3122,"Técnicos y asistentes en estadística y demografía","740220.00"
"31646",3226,"Auxiliares de enfermería","602616.00"
"31647",3226,"Auxiliares de enfermería","895062.00"
"31648",7125,"Encargado de Mantenimiento de Edificios","743905.20"
"31649",3229,"Otros técnicos de las ciencias de la salud","825915.00"
"31650",3122,"Técnicos y asistentes en estadística y demografía","543120.00"
"31651",2226,"Enfermeros profesionales","2028105.40"
"31652",2226,"Enfermeros profesionales","2005224.60"
"31653",7125,"Encargado de Mantenimiento de Edificios","527208.75"
"31654",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","458850.00"
"31655",3224,"Técnicos y asistentes en farmacia","959500.00"
"31656",3224,"Técnicos y asistentes en farmacia","688750.00"
"31657",3229,"Otros técnicos de las ciencias de la salud","893328.06"
"31658",4149,"Oficinista","321161.38"
"31659",3226,"Auxiliares de enfermería","1142940.97"
"31660",2226,"Enfermeros profesionales","1674880.24"
"31661",8253,"Operadores de máquinas para fabricar productos de papel","745720.00"
"31662",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","760950.00"
"31663",3122,"Técnicos y asistentes en estadística y demografía","773607.40"
"31664",3229,"Otros técnicos de las ciencias de la salud","1727467.60"
"31665",7125,"Encargado de Mantenimiento de Edificios","546735.00"
"31666",3419,"Otros técnicos en administración y en economía","1889412.00"
"31667",3229,"Otros técnicos de las ciencias de la salud","1225971.75"
"31668",2226,"Enfermeros profesionales","2119346.30"
"31669",7125,"Encargado de Mantenimiento de Edificios","662970.00"
"31670",2449,"Otros profesionales en ciencias sociales","1300.95"
"31671",9152,"Guardianes y porteros ","12312.05"
"31672",2131,"Diseñadores y analistas de sistemas informáticos","1716933.20"
"31673",4149,"Oficinista","804090.83"
"31674",7125,"Encargado de Mantenimiento de Edificios","688220.75"
"31675",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2333668.00"
"31676",2445,"Psicólogos","2378912.00"
"31677",5132,"Ayudantes de enfermería","805526.29"
"31678",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","852150.00"
"31679",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","970125.00"
"31680",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","592325.00"
"31681",3226,"Auxiliares de enfermería","670821.75"
"31682",2221,"Médicos generales y especialistas","2824355.40"
"31683",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1002903.05"
"31684",2226,"Enfermeros profesionales","2838918.90"
"31685",3189,"Otros supervisores de personal","1865721.00"
"31686",3226,"Auxiliares de enfermería","1146634.53"
"31687",5132,"Ayudantes de enfermería","655456.45"
"31688",5132,"Ayudantes de enfermería","895801.29"
"31689",3224,"Técnicos y asistentes en farmacia","850325.69"
"31690",3226,"Auxiliares de enfermería","841890.00"
"31691",9155,"Ayudante de cocina","551295.89"
"31692",2226,"Enfermeros profesionales","1852391.10"
"31693",5132,"Ayudantes de enfermería","669171.44"
"31694",2449,"Otros profesionales en ciencias sociales","1292745.50"
"31695",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","681430.00"
"31696",5132,"Ayudantes de enfermería","1386387.03"
"31697",5132,"Ayudantes de enfermería","586580.00"
"31698",3229,"Otros técnicos de las ciencias de la salud","947240.00"
"31699",3226,"Auxiliares de enfermería","1680971.63"
"31700",3226,"Auxiliares de enfermería","1352448.64"
"31701",2221,"Médicos generales y especialistas","3515205.15"
"31702",2449,"Otros profesionales en ciencias sociales","1224457.00"
"31703",3226,"Auxiliares de enfermería","760890.00"
"31704",8229,"Otros operadores de máquinas para fabricar productos químicos","673595.22"
"31705",3224,"Técnicos y asistentes en farmacia","1118869.32"
"31706",5132,"Ayudantes de enfermería","843751.53"
"31707",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3806385.70"
"31708",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","839013.67"
"31709",5132,"Ayudantes de enfermería","1858404.80"
"31710",3412,"Técnicos y asistentes en recursos humanos","640842.25"
"31711",5132,"Ayudantes de enfermería","728336.75"
"31712",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","570328.60"
"31713",2226,"Enfermeros profesionales","2595887.05"
"31714",2449,"Otros profesionales en ciencias sociales","1334759.33"
"31715",5132,"Ayudantes de enfermería","1116864.30"
"31716",2226,"Enfermeros profesionales","1804782.09"
"31717",2449,"Otros profesionales en ciencias sociales","1421423.50"
"31718",3224,"Técnicos y asistentes en farmacia","291785.75"
"31719",3229,"Otros técnicos de las ciencias de la salud","900865.60"
"31720",2226,"Enfermeros profesionales","3436692.68"
"31721",5132,"Ayudantes de enfermería","675200.00"
"31722",9152,"Guardianes y porteros ","1067661.24"
"31723",3229,"Otros técnicos de las ciencias de la salud","1068336.55"
"31724",7125,"Encargado de Mantenimiento de Edificios","474734.70"
"31725",5132,"Ayudantes de enfermería","975798.24"
"31726",3411,"Técnicos y auxiliares de contabilidad y auditoría","1420062.60"
"31727",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4307142.20"
"31728",3189,"Otros supervisores de personal","1417911.54"
"31729",7125,"Encargado de Mantenimiento de Edificios","585390.30"
"31730",3229,"Otros técnicos de las ciencias de la salud","871080.00"
"31731",4149,"Oficinista","713971.45"
"31732",3226,"Auxiliares de enfermería","981304.25"
"31733",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","1093534.40"
"31734",3224,"Técnicos y asistentes en farmacia","831250.00"
"31735",9155,"Ayudante de cocina","1015410.70"
"31736",3229,"Otros técnicos de las ciencias de la salud","743750.00"
"31737",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","662340.00"
"31738",7125,"Encargado de Mantenimiento de Edificios","91750.00"
"31739",3224,"Técnicos y asistentes en farmacia","859750.00"
"31740",3419,"Otros técnicos en administración y en economía","1310657.20"
"31741",2227,"Médico Especialista","8222911.11"
"31742",2226,"Enfermeros profesionales","1551391.99"
"31743",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","773720.00"
"31744",2226,"Enfermeros profesionales","1995671.80"
"31745",2222,"Odontólogos","2873325.00"
"31746",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","780800.00"
"31747",3224,"Técnicos y asistentes en farmacia","1035035.40"
"31748",5132,"Ayudantes de enfermería","665569.00"
"31749",5132,"Ayudantes de enfermería","523280.00"
"31750",2445,"Psicólogos","1655685.40"
"31751",9155,"Ayudante de cocina","657731.20"
"31752",3229,"Otros técnicos de las ciencias de la salud","962329.92"
"31753",2226,"Enfermeros profesionales","1784011.30"
"31754",3229,"Otros técnicos de las ciencias de la salud","2723651.24"
"31755",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","2035928.40"
"31756",3226,"Auxiliares de enfermería","760085.00"
"31757",9155,"Ayudante de cocina","533920.00"
"31758",3224,"Técnicos y asistentes en farmacia","1298285.88"
"31759",9155,"Ayudante de cocina","662200.00"
"31760",7125,"Encargado de Mantenimiento de Edificios","598452.05"
"31761",7125,"Encargado de Mantenimiento de Edificios","1055023.57"
"31762",2221,"Médicos generales y especialistas","2279053.80"
"31763",7125,"Encargado de Mantenimiento de Edificios","433060.00"
"31764",5132,"Ayudantes de enfermería","698250.00"
"31765",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3430623.00"
"31766",3229,"Otros técnicos de las ciencias de la salud","1321553.45"
"31767",7125,"Encargado de Mantenimiento de Edificios","923509.96"
"31768",2226,"Enfermeros profesionales","1808830.76"
"31769",7125,"Encargado de Mantenimiento de Edificios","642282.66"
"31770",9152,"Guardianes y porteros ","1053750.85"
"31771",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3724417.68"
"31772",3224,"Técnicos y asistentes en farmacia","1036213.85"
"31773",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","948340.00"
"31774",3226,"Auxiliares de enfermería","1568562.76"
"31775",3226,"Auxiliares de enfermería","996421.13"
"31776",8229,"Otros operadores de máquinas para fabricar productos químicos","909546.79"
"31777",2226,"Enfermeros profesionales","1791801.60"
"31778",5132,"Ayudantes de enfermería","572970.00"
"31779",2226,"Enfermeros profesionales","2029847.30"
"31780",3226,"Auxiliares de enfermería","1042236.05"
"31781",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1795552.00"
"31782",7125,"Encargado de Mantenimiento de Edificios","932576.71"
"31783",8229,"Otros operadores de máquinas para fabricar productos químicos","1019738.08"
"31784",3122,"Técnicos y asistentes en estadística y demografía","835360.00"
"31785",5132,"Ayudantes de enfermería","649880.00"
"31786",7125,"Encargado de Mantenimiento de Edificios","578970.23"
"31787",3224,"Técnicos y asistentes en farmacia","581210.00"
"31788",3226,"Auxiliares de enfermería","549918.75"
"31789",2131,"Diseñadores y analistas de sistemas informáticos","1328852.20"
"31790",3224,"Técnicos y asistentes en farmacia","804157.05"
"31791",1124,"Jefes de sección de instituciones públicas y empresas privadas","2417391.10"
"31792",5132,"Ayudantes de enfermería","1092890.21"
"31793",3226,"Auxiliares de enfermería","788718.00"
"31794",3226,"Auxiliares de enfermería","1001465.40"
"31795",3229,"Otros técnicos de las ciencias de la salud","957440.00"
"31796",4131,"Empleados de control de abastecimiento e inventario","569813.40"
"31797",3229,"Otros técnicos de las ciencias de la salud","947186.37"
"31798",5132,"Ayudantes de enfermería","718230.00"
"31799",2221,"Médicos generales y especialistas","8434165.70"
"31800",3122,"Técnicos y asistentes en estadística y demografía","727080.00"
"31801",3224,"Técnicos y asistentes en farmacia","943044.60"
"31802",2226,"Enfermeros profesionales","2262119.50"
"31803",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","644485.00"
"31804",2224,"Farmacéuticos","2690842.49"
"31805",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","739521.90"
"31806",9155,"Ayudante de cocina","657731.20"
"31807",9152,"Guardianes y porteros ","1561707.59"
"31808",9152,"Guardianes y porteros ","1208316.65"
"31809",3226,"Auxiliares de enfermería","955867.95"
"31810",3229,"Otros técnicos de las ciencias de la salud","1072670.05"
"31811",7125,"Encargado de Mantenimiento de Edificios","742035.35"
"31812",3122,"Técnicos y asistentes en estadística y demografía","740020.00"
"31813",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","602490.00"
"31814",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","517275.00"
"31815",8229,"Otros operadores de máquinas para fabricar productos químicos","490185.00"
"31816",3229,"Otros técnicos de las ciencias de la salud","2233926.90"
"31817",4149,"Oficinista","462220.00"
"31818",2446,"Trabajadores sociales y orientadores sociales","1647238.50"
"31819",2226,"Enfermeros profesionales","1282406.70"
"31820",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","818120.00"
"31821",5132,"Ayudantes de enfermería","637220.00"
"31822",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","687805.00"
"31823",4112,"Secretarios","701350.00"
"31824",4149,"Oficinista","595865.00"
"31825",3122,"Técnicos y asistentes en estadística y demografía","753640.00"
"31826",3226,"Auxiliares de enfermería","855183.00"
"31827",3122,"Técnicos y asistentes en estadística y demografía","779640.00"
"31828",2226,"Enfermeros profesionales","1762781.10"
"31829",7125,"Encargado de Mantenimiento de Edificios","752015.75"
"31830",4149,"Oficinista","648000.00"
"31831",3224,"Técnicos y asistentes en farmacia","622514.09"
"31832",3412,"Técnicos y asistentes en recursos humanos","984637.99"
"31833",3226,"Auxiliares de enfermería","942723.06"
"31834",7125,"Encargado de Mantenimiento de Edificios","805035.00"
"31835",4211,"Cajeros","682951.70"
"31836",4112,"Secretarios","655700.00"
"31837",7125,"Encargado de Mantenimiento de Edificios","626547.75"
"31838",2226,"Enfermeros profesionales","2398774.05"
"31839",4131,"Empleados de control de abastecimiento e inventario","468050.00"
"31840",3226,"Auxiliares de enfermería","716081.25"
"31841",3122,"Técnicos y asistentes en estadística y demografía","792780.00"
"31842",3229,"Otros técnicos de las ciencias de la salud","901031.70"
"31843",2449,"Otros profesionales en ciencias sociales","1666607.90"
"31844",8229,"Otros operadores de máquinas para fabricar productos químicos","695385.00"
"31845",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","735875.00"
"31846",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2406177.10"
"31847",2226,"Enfermeros profesionales","2175516.60"
"31848",7125,"Encargado de Mantenimiento de Edificios","1075395.12"
"31849",7125,"Encargado de Mantenimiento de Edificios","449443.90"
"31850",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2310182.00"
"31851",4149,"Oficinista","463740.00"
"31852",3122,"Técnicos y asistentes en estadística y demografía","831829.66"
"31853",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","622340.00"
"31854",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1328367.43"
"31855",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","994156.05"
"31856",3412,"Técnicos y asistentes en recursos humanos","869221.10"
"31857",2221,"Médicos generales y especialistas","3332480.16"
"31858",2221,"Médicos generales y especialistas","2917294.20"
"31859",7125,"Encargado de Mantenimiento de Edificios","546735.00"
"31860",3419,"Otros técnicos en administración y en economía","1470721.50"
"31861",2221,"Médicos generales y especialistas","2363982.65"
"31862",3122,"Técnicos y asistentes en estadística y demografía","973110.00"
"31863",5132,"Ayudantes de enfermería","743880.80"
"31864",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","685415.00"
"31865",8253,"Operadores de máquinas para fabricar productos de papel","704090.00"
"31866",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1095950.66"
"31867",3226,"Auxiliares de enfermería","1089629.13"
"31868",3226,"Auxiliares de enfermería","695350.50"
"31869",7125,"Encargado de Mantenimiento de Edificios","686710.99"
"31870",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","681430.00"
"31871",2226,"Enfermeros profesionales","1979416.75"
"31872",3224,"Técnicos y asistentes en farmacia","775609.20"
"31873",2226,"Enfermeros profesionales","1855631.10"
"31874",2131,"Diseñadores y analistas de sistemas informáticos","1468579.00"
"31875",5132,"Ayudantes de enfermería","629432.32"
"31876",4149,"Oficinista","634120.00"
"31877",3229,"Otros técnicos de las ciencias de la salud","562622.72"
"31878",5132,"Ayudantes de enfermería","650370.00"
"31879",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4731813.00"
"31880",3226,"Auxiliares de enfermería","1264973.36"
"31881",9155,"Ayudante de cocina","400386.72"
